date,open,high,low,close,volume,Name,range,GOPLeader Vader Sentiment Score
2018-03-13,278.724,279.2917,274.9292,275.6164,91968937,SPY,4.362500000000011,0.0
2018-03-12,278.0865,278.7937,276.9711,277.4093,71924793,SPY,1.8226000000000226,0.6249
2018-03-07,269.3416,272.0906,269.1224,271.6922,87063502,SPY,2.9681999999999675,0.8509
2018-03-06,272.2101,272.2997,270.0985,271.7918,79213163,SPY,2.2011999999999716,0.60985
2018-03-05,266.6623,271.8017,266.5428,271.1045,97307387,SPY,5.258899999999983,0.296
2018-03-01,270.3276,272.0806,264.9392,266.6324,176855077,SPY,7.141399999999976,0.3182
2018-02-27,277.0009,277.8077,273.2659,273.3356,99099165,SPY,4.541800000000023,0.042780000000000006
2018-02-26,274.8296,276.9013,274.1623,276.7917,86491406,SPY,2.738999999999976,0.47465
2018-02-23,270.7061,273.6145,270.1683,273.6145,92766428,SPY,3.446200000000033,0.7783
2018-02-22,270.0189,271.9611,268.5647,269.3216,110511290,SPY,3.3963999999999714,0.0
2018-02-21,270.8157,273.6244,268.8635,268.973,98883740,SPY,4.760899999999992,0.5992999999999999
2018-02-16,271.234,274.222,271.1842,272.0208,160420135,SPY,3.0378000000000043,0.5736
2018-02-15,270.487,271.9511,267.6981,271.9412,111200286,SPY,4.252999999999986,0.12240000000000001
2018-02-14,263.2559,268.9232,263.246,268.5149,120735685,SPY,5.677200000000028,0.39205
2018-02-13,262.9173,265.5567,262.2599,264.9392,81223640,SPY,3.296799999999962,0.25054
2018-02-12,262.7778,265.9452,260.6209,264.2818,143735976,SPY,5.324299999999994,0.26875
2018-02-09,259.7599,262.5587,251.9114,260.4571,283565315,SPY,10.647300000000001,0.14216666666666666
2018-02-08,266.9412,267.1005,256.5627,256.6026,246449505,SPY,10.537800000000004,0.34
2018-02-06,258.9034,268.6244,257.6683,268.0567,355026782,SPY,10.956099999999992,0.32735
2018-02-02,278.963,279.1124,274.3117,274.3515,173174790,SPY,4.800700000000006,0.17
2018-02-01,279.9491,281.9312,279.5606,280.4571,90102470,SPY,2.3705999999999676,0.6249
2018-01-31,281.6025,282.1702,279.5606,280.7758,118948131,SPY,2.6096000000000004,0.20790000000000006
2018-01-30,281.473,283.6005,280.0985,280.6363,131796419,SPY,3.5020000000000095,0.08702499999999999
2018-01-29,284.7897,285.2877,283.3654,283.5447,90118337,SPY,1.9222999999999502,0.743
2018-01-26,283.1164,285.4854,282.8276,285.4371,107743119,SPY,2.657800000000009,0.4364
2018-01-22,279.0527,281.5626,278.9929,281.5626,91322408,SPY,2.569699999999955,0.13744
2018-01-19,278.6842,279.2917,278.0268,279.2917,140920098,SPY,1.2649000000000115,-0.2925166666666666
2018-01-18,278.3654,278.8435,277.469,278.0268,100728006,SPY,1.3745000000000118,0.5588
2018-01-17,276.9212,278.9332,275.8654,278.4949,113258799,SPY,3.067799999999977,0.19390000000000004
2018-01-16,278.236,278.973,275.0786,275.8654,106555142,SPY,3.8944000000000187,-0.4019
2018-01-12,275.3176,277.0009,274.9809,276.8117,90816076,SPY,2.019999999999982,0.6305000000000001
2018-01-11,273.6543,275.0188,273.4651,275.0188,62361455,SPY,1.553699999999992,0.3059076923076923
2018-01-10,272.5886,273.3256,271.8316,273.0268,69574318,SPY,1.4940000000000282,0.397925
2018-01-09,273.3057,274.1523,272.988,273.4451,57253957,SPY,1.1643000000000256,0.4374
2018-01-08,272.22,273.0069,271.8914,272.8276,57319192,SPY,1.1154999999999973,0.0
2018-01-05,271.4232,272.469,270.8655,272.3296,83523995,SPY,1.6034999999999968,0.1443
2018-01-02,266.7719,267.738,266.3336,267.6981,86655749,SPY,1.4044000000000096,0.4404
2017-12-28,266.8217,266.8515,266.3834,266.8017,45116139,SPY,0.46809999999999263,0.5267
2017-12-21,266.6025,267.3147,266.234,266.5129,67032339,SPY,1.0807000000000357,0.20736666666666667
2017-12-20,267.1902,267.2599,265.6264,265.9651,76751500,SPY,1.6335000000000264,0.3614
2017-12-19,267.4143,267.4591,266.0248,266.1045,82382876,SPY,1.4342999999999506,0.23529999999999998
2017-12-18,266.991,267.5288,266.9113,267.1304,83653572,SPY,0.6175000000000068,0.8351999999999999
2017-12-15,264.4412,265.975,264.3316,265.4472,144610290,SPY,1.6434000000000424,0.47685
2017-12-14,264.6755,264.8142,263.2088,263.2683,100666692,SPY,1.6054000000000315,-0.296
2017-12-13,264.6557,265.1512,264.2494,264.3485,102905409,SPY,0.901800000000037,0.0
2017-12-12,264.1701,264.9133,263.9471,264.3782,85195750,SPY,0.9662000000000148,0.48358749999999995
2017-12-11,263.189,263.9818,263.0892,263.9124,83077533,SPY,0.8926000000000158,0.22275
2017-12-08,262.6043,263.1295,261.6544,263.1196,76563873,SPY,1.4750999999999976,0.06326666666666665
2017-12-07,260.7214,262.0494,260.5728,261.6926,77218569,SPY,1.476600000000019,0.31096666666666667
2017-12-06,260.5034,261.3557,260.3448,260.8701,75898566,SPY,1.0108999999999924,0.18321999999999997
2017-12-05,262.0494,262.7629,260.6719,260.8205,77994544,SPY,2.091000000000008,0.28645
2017-12-04,263.9124,264.398,261.7025,261.762,94040560,SPY,2.695500000000038,0.012833333333333344
2017-12-01,262.3764,262.9214,258.4124,262.0791,164390902,SPY,4.5090000000000146,-0.11305000000000004
2017-11-30,261.3854,263.6548,261.2962,262.6241,127894389,SPY,2.358600000000024,0.44393333333333335
2017-11-29,260.6521,261.2566,259.8394,260.3448,77512102,SPY,1.4171999999999798,-0.364225
2017-11-28,258.4124,260.5331,258.3083,260.5034,98971719,SPY,2.224800000000016,0.5487333333333333
2017-11-27,258.0655,258.4025,257.6592,257.8872,52274922,SPY,0.7432999999999765,-0.6486
2017-11-20,255.816,256.1975,255.5385,255.9745,48075514,SPY,0.6589999999999918,0.5574
2017-11-17,255.8953,256.2602,255.4493,255.5385,75756833,SPY,0.8109000000000037,0.6808
2017-11-16,255.2016,256.7079,255.1568,256.2917,67777027,SPY,1.551099999999991,0.005542857142857119
2017-11-15,254.3097,254.9043,253.3286,254.1313,80811525,SPY,1.5757000000000119,0.28323333333333334
2017-11-14,255.0926,255.5286,254.2106,255.4097,61315152,SPY,1.318000000000012,0.39916250000000003
2017-11-13,254.9935,256.2619,254.9538,256.0043,50228648,SPY,1.3081000000000245,-0.16219999999999996
2017-11-09,255.4097,256.0637,254.052,255.8457,93981044,SPY,2.0116999999999905,0.0
2017-11-08,256.143,256.8863,255.8259,256.7773,50469579,SPY,1.0604000000000156,0.27789
2017-11-07,256.6385,257.0151,255.7664,256.3412,57502161,SPY,1.2487000000000137,0.22764999999999994
2017-11-06,255.9745,256.6682,255.8953,256.5196,49652598,SPY,0.7729000000000212,0.46883333333333327
2017-11-03,255.4493,256.1727,254.9835,256.1232,59589730,SPY,1.189200000000028,-0.10362500000000001
2017-11-02,255.0926,255.4295,253.8835,255.2709,56449535,SPY,1.5459999999999923,0.11864
2017-11-01,255.7169,256.1034,254.7556,255.1718,54202736,SPY,1.347800000000035,0.20831111111111109
2017-10-31,254.8646,255.1223,254.493,254.8349,60304781,SPY,0.6293000000000006,0.12467500000000001
2017-10-30,254.7556,255.2808,254.1016,254.4385,54285687,SPY,1.1792000000000087,0.32405
2017-10-27,254.161,255.5682,253.324,255.3899,85562544,SPY,2.244199999999978,0.3374428571428571
2017-10-26,253.6853,253.9926,253.1799,253.3187,69797972,SPY,0.8127000000000066,0.09351666666666665
2017-10-25,253.8736,254.0025,251.7133,252.9916,103715291,SPY,2.289199999999994,0.020822222222222225
2017-10-24,254.2899,254.5178,253.8439,254.2502,66935910,SPY,0.6739000000000033,-0.0641111111111111
2017-10-23,255.1619,255.1917,253.7151,253.8043,63915306,SPY,1.4765999999999906,-0.4019
2017-10-20,254.389,254.825,253.4717,254.7953,89176377,SPY,1.3532999999999902,0.0
2017-10-19,252.5358,253.5268,252.0601,253.4871,61903788,SPY,1.466700000000003,0.19313333333333335
2017-10-17,252.9322,253.2196,252.6844,253.17,31560964,SPY,0.5352000000000032,0.1027
2017-10-16,252.9124,253.2097,252.5259,252.9916,38221675,SPY,0.6837999999999909,0.0
2017-10-13,252.843,252.9718,252.3475,252.6547,54800435,SPY,0.6243000000000052,0.50725
2017-10-12,252.3673,252.7637,252.075,252.3475,47065144,SPY,0.6887000000000114,0.21870000000000003
2017-10-11,252.2187,252.7241,252.0304,252.7241,47674325,SPY,0.6937000000000069,0.16605
2017-10-10,252.3079,252.7538,251.6934,252.3277,43057363,SPY,1.0604000000000156,0.5191
2017-10-06,251.8619,252.4077,251.5646,252.0799,80645998,SPY,0.8430999999999926,0.9042
2017-10-05,251.2574,252.3871,250.9165,252.3673,63522757,SPY,1.4705999999999904,-0.03646666666666667
2017-10-04,250.4151,251.1583,250.2862,250.8808,55953619,SPY,0.872099999999989,0.2263
2017-10-03,250.1871,250.6133,249.9592,250.5835,66810169,SPY,0.6540999999999997,0.08951249999999998
2017-10-02,249.2259,250.0484,249.0302,250.0484,59022985,SPY,1.018199999999979,0.15213999999999997
2017-09-29,248.0862,249.0574,247.8781,248.9682,85578002,SPY,1.179300000000012,-0.010366666666666672
2017-09-28,247.4817,248.1853,247.3826,248.0961,44778841,SPY,0.8027000000000157,0.32182857142857146
2017-09-27,247.6304,248.2349,246.6294,247.7988,81001426,SPY,1.6055000000000064,0.570675
2017-09-26,247.1745,247.452,246.565,246.8376,54081959,SPY,0.8870000000000005,0.09017142857142858
2017-09-25,246.9069,247.3065,245.8466,246.6889,57064357,SPY,1.4599000000000046,0.3211
2017-09-22,246.8078,247.3826,246.7781,247.1943,51214032,SPY,0.6045000000000016,0.2552
2017-09-19,247.7493,247.8186,247.3529,247.7195,47108148,SPY,0.4656999999999982,0.3818
2017-09-15,246.4511,247.0457,246.3321,246.9466,95432382,SPY,0.7136000000000138,0.06939999999999999
2017-09-14,246.3289,246.8417,246.1317,246.6149,95446349,SPY,0.710000000000008,0.1607333333333333
2017-09-13,246.25,246.7332,246.1218,246.6938,59228002,SPY,0.6114000000000033,0.03423333333333333
2017-09-11,244.5934,245.8359,244.5736,245.7471,71364848,SPY,1.2623000000000104,0.38585
2017-09-07,243.8143,243.8341,242.9762,243.4396,58034730,SPY,0.8579000000000008,0.05864999999999998
2017-09-06,243.41,243.8439,242.8085,243.4692,57916867,SPY,1.0353999999999814,0.16067499999999998
2017-09-05,243.8242,244.0806,241.5463,242.6409,91398777,SPY,2.5343000000000018,0.2196571428571429
2017-08-31,243.2917,244.3271,242.6284,244.051,103803880,SPY,1.6987000000000023,0.7735000000000001
2017-08-30,241.428,242.8973,241.2209,242.5916,62030805,SPY,1.676400000000001,0.22073333333333336
2017-08-29,239.6826,241.7435,239.5544,241.4477,51135715,SPY,2.1891000000000247,0.36575
2017-08-28,241.7632,241.7928,240.6983,241.1716,40565606,SPY,1.0945000000000107,0.45680000000000004
2017-08-25,241.497,242.1971,240.9941,241.1617,64445912,SPY,1.203000000000003,0.022499999999999992
2017-08-24,241.5956,241.7731,240.363,240.5996,50741671,SPY,1.4101,0.25144999999999995
2017-08-23,240.9349,241.6449,240.7673,241.1617,50203837,SPY,0.877600000000001,0.49060000000000004
2017-08-22,240.1855,242.207,240.1658,242.0295,63140101,SPY,2.0412000000000035,0.29535
2017-08-21,239.2684,239.8206,238.4697,239.5248,65469736,SPY,1.3509000000000242,0.6733
2017-08-18,239.5248,240.7959,238.8345,239.3374,136747986,SPY,1.9613999999999976,0.5574
2017-08-17,242.8184,243.1734,239.7122,239.7122,128490396,SPY,3.461199999999991,0.190075
2017-08-16,243.6763,244.1299,243.0255,243.5087,56715544,SPY,1.1043999999999983,0.39212500000000006
2017-08-15,243.5481,243.5678,242.7395,243.0846,55242746,SPY,0.8283000000000129,0.22096428571428572
2017-08-11,240.6292,241.3984,240.363,240.7278,74869947,SPY,1.0354000000000099,0.0
2017-08-09,243.0452,243.8735,242.6409,243.8143,62632619,SPY,1.2326000000000192,0.45530000000000004
2017-08-08,244.0707,245.4513,243.4002,243.8242,61719353,SPY,2.051099999999991,0.4204
2017-08-07,244.051,244.4257,243.9327,244.4257,31995021,SPY,0.492999999999995,0.49405
2017-08-04,244.0806,244.3468,243.5382,243.9721,60191838,SPY,0.8086000000000126,0.17096666666666663
2017-08-03,243.8735,243.9031,243.2128,243.5284,40855997,SPY,0.6903000000000077,0.4558
2017-08-02,244.0313,244.1595,242.9466,244.0017,47211216,SPY,1.212900000000019,0.0
2017-08-01,244.0214,244.0609,243.2878,243.8834,55050401,SPY,0.7730999999999995,0.2802
2017-07-28,243.2227,243.627,242.7099,243.4791,50088359,SPY,0.9171000000000049,0.45694000000000007
2017-07-27,244.5145,244.5539,242.2662,243.765,70766568,SPY,2.287700000000001,0.4217416666666666
2017-07-26,244.3074,244.3468,243.696,243.9918,47575422,SPY,0.6508000000000038,0.7259571428571429
2017-07-25,244.2384,244.3567,243.7256,243.982,54915591,SPY,0.6311000000000035,0.6080555555555556
2017-07-24,243.3607,243.5481,242.8578,243.3903,46622256,SPY,0.6903000000000077,0.35632857142857144
2017-07-21,243.0156,243.4791,242.7592,243.4495,88711019,SPY,0.7198999999999955,0.29390000000000005
2017-07-20,243.8439,243.982,243.0452,243.6664,47135183,SPY,0.9368000000000052,0.44132
2017-07-19,242.6014,243.5678,242.5916,243.558,51034260,SPY,0.9762000000000057,0.60452
2017-07-18,241.6548,242.3056,241.2702,242.2464,42742498,SPY,1.0354000000000099,0.22560000000000002
2017-07-17,242.0591,242.493,241.921,242.1182,33531917,SPY,0.5720000000000027,0.2557111111111111
2017-07-14,241.0335,242.5521,240.9152,242.1478,60262692,SPY,1.6368999999999971,0.26542666666666664
2017-07-13,240.6292,241.1519,240.3728,241.0237,39471637,SPY,0.7790999999999997,0.313
2017-07-12,239.9192,240.8067,239.9192,240.6194,59610405,SPY,0.887500000000017,0.13285
2017-07-11,238.7951,239.1797,237.5033,238.8247,50354614,SPY,1.676400000000001,0.207
2017-07-10,238.588,239.4262,238.4006,239.0022,36663274,SPY,1.0255999999999972,0.0
2017-07-07,237.8583,238.9134,237.2217,238.7458,57972268,SPY,1.6916999999999973,0.0
2017-07-06,238.5288,238.6669,237.0004,237.2074,66115317,SPY,1.666499999999985,0.5493666666666667
2017-06-30,238.9134,239.3374,238.2182,238.4401,86820694,SPY,1.1192000000000064,-0.5267
2017-06-29,240.2742,240.3334,236.6207,237.9963,106949719,SPY,3.7127000000000123,-0.050962499999999994
2017-06-28,239.1303,240.3285,238.8641,240.1066,70042599,SPY,1.4643999999999835,0.23782
2017-06-27,239.6628,239.9981,237.9569,237.9766,82247666,SPY,2.0412000000000035,0.0837
2017-06-26,240.5109,240.9842,239.6678,239.9094,56700477,SPY,1.3163999999999874,0.2851666666666667
2017-06-23,239.5346,240.1263,239.1008,239.7516,66986801,SPY,1.0254999999999939,0.31435714285714284
2017-06-22,239.584,240.146,239.2684,239.4656,44148059,SPY,0.8775999999999726,0.31407272727272734
2017-06-21,240.0376,240.2052,239.0416,239.5741,55977569,SPY,1.1636000000000024,0.48807777777777783
2017-06-20,240.856,240.8659,239.6135,239.6333,56906368,SPY,1.2524000000000228,-0.07842
2017-06-19,240.2052,241.3294,240.0967,241.2603,65123802,SPY,1.2326999999999941,0.2906
2017-06-16,239.3966,239.4558,238.2761,239.2684,84553097,SPY,1.1796999999999969,0.1779
2017-06-15,238.1465,239.3535,237.8325,239.2161,66464888,SPY,1.5209999999999866,0.35806
2017-06-14,240.2858,240.2956,238.7451,239.6773,78602311,SPY,1.5504999999999995,0.18137777777777775
2017-06-13,239.4222,240.0404,239.0296,239.9816,60066953,SPY,1.0108000000000175,0.36190000000000005
2017-06-12,238.5881,238.8727,237.8521,238.8138,86108102,SPY,1.0206000000000017,0.36345
2017-06-08,239.2161,239.7657,238.6273,239.2259,65950691,SPY,1.1384000000000185,0.0
2017-06-07,239.0493,239.3633,238.2937,239.1082,54144311,SPY,1.0696000000000083,0.388075
2017-06-06,238.7942,239.4222,238.5783,238.6666,50375430,SPY,0.8438999999999908,-0.07293999999999999
2017-06-05,239.4124,239.7362,239.2063,239.432,44698825,SPY,0.5298999999999978,0.60886
2017-06-02,238.8727,239.7853,238.539,239.6087,88666128,SPY,1.2463000000000193,0.3062
2017-06-01,237.4498,238.8334,237.1259,238.8138,68962024,SPY,1.7075000000000102,0.01285
2017-05-31,237.3222,237.3614,236.1446,236.9297,91796016,SPY,1.2168000000000063,0.165425
2017-05-30,236.8315,237.2731,236.6549,236.9885,35201897,SPY,0.6182000000000016,0.3278
2017-05-26,237.0278,237.3811,236.9395,237.1946,46629905,SPY,0.441599999999994,0.024999999999999967
2017-05-25,236.6941,237.5577,236.4586,237.2437,64071661,SPY,1.0991000000000213,-0.10683333333333334
2017-05-24,235.8306,236.2329,235.4479,236.1152,49181099,SPY,0.7849999999999966,-0.030350000000000002
2017-05-23,235.4675,235.7521,235.0357,235.5656,48341683,SPY,0.7164000000000215,0.2051285714285714
2017-05-22,234.4371,235.232,234.3586,235.0455,61010602,SPY,0.8734000000000037,0.12177142857142857
2017-05-19,232.8964,234.6137,232.8376,233.8581,115011373,SPY,1.7760999999999854,0.12293333333333331
2017-05-18,231.3263,233.3086,231.0319,232.3469,107047656,SPY,2.2767000000000053,0.2122666666666667
2017-05-17,233.652,234.182,231.3459,231.4146,172174107,SPY,2.8360999999999876,0.25270000000000004
2017-05-16,236.1446,236.174,235.1535,235.5951,51241791,SPY,1.0204999999999984,0.13999999999999999
2017-05-15,234.9965,235.9483,234.9768,235.8109,61918937,SPY,0.9714999999999918,0.38312999999999997
2017-05-12,234.6236,234.9546,234.2114,234.5156,53912730,SPY,0.7432000000000016,0.8150999999999999
2017-05-11,234.8787,235.0946,233.6815,234.9081,62358346,SPY,1.4131000000000142,0.215625
2017-05-10,234.9179,235.389,234.6824,235.389,54293799,SPY,0.7066000000000088,0.18765
2017-05-09,235.4773,235.703,234.5745,234.967,51363200,SPY,1.1285000000000025,0.6177
2017-05-08,235.2712,235.438,234.7021,235.1829,48385730,SPY,0.7358999999999867,0.20566666666666666
2017-05-05,234.7217,235.2418,234.2212,235.2222,62001269,SPY,1.0206000000000017,0.5020666666666667
2017-05-04,234.3684,234.4592,233.338,234.2997,61443570,SPY,1.121200000000016,-0.023400000000000015
2017-05-03,233.8385,234.415,233.2595,234.0249,73137731,SPY,1.1554999999999893,0.29205
2017-05-02,234.3782,234.5156,233.8483,234.3095,57375732,SPY,0.6673000000000116,0.06823
2017-05-01,234.2212,234.7021,233.7453,234.2212,66882521,SPY,0.9568000000000154,0.5727999999999999
2017-04-28,234.4371,234.4665,233.4852,233.6324,63532845,SPY,0.9813000000000045,0.07972857142857144
2017-04-27,234.3095,234.4862,233.5343,234.1427,57410326,SPY,0.9518999999999949,0.18581818181818183
2017-04-26,234.0544,235.0553,233.8974,233.9464,84702455,SPY,1.1578999999999837,0.43605
2017-04-25,233.4656,234.4862,233.3675,234.0936,76698265,SPY,1.1186999999999898,-0.004176923076923087
2017-04-24,232.7492,232.9749,230.1809,232.7394,119209877,SPY,2.7939999999999827,0.14358333333333334
2017-04-20,229.7758,231.4392,229.4127,230.9436,92572186,SPY,2.0264999999999986,-0.02730000000000002
2017-04-19,230.1389,230.5609,228.824,229.0791,68699868,SPY,1.7368999999999915,0.19857499999999995
2017-04-18,229.3539,230.1095,228.7258,229.5011,83225821,SPY,1.3837000000000046,0.4203
2017-04-17,228.7553,230.188,228.5296,230.188,68405367,SPY,1.6584000000000003,0.2968
2017-04-13,229.2754,230.1095,228.1665,228.1665,92880394,SPY,1.9429999999999836,0.39875000000000005
2017-04-12,230.3548,230.5707,229.4029,229.6581,81864436,SPY,1.1677999999999997,0.16167142857142855
2017-04-11,230.5118,230.7866,228.981,230.6688,88045276,SPY,1.8055999999999983,-0.2083
2017-04-07,230.7572,231.5913,230.2567,230.8062,74386480,SPY,1.3345999999999947,0.2598625
2017-04-06,230.5511,231.6305,230.0457,231.0417,69135757,SPY,1.5848000000000013,0.3456428571428571
2017-04-05,231.8464,232.9553,230.1585,230.3941,108800604,SPY,2.7967999999999904,0.37716666666666665
2017-04-04,230.61,231.1791,230.1733,231.081,56466195,SPY,1.0057999999999936,0.4784
2017-04-03,231.395,231.6207,229.5403,230.9338,85546486,SPY,2.0803999999999974,0.33782500000000004
2017-03-29,230.6001,231.4048,230.3401,231.1399,61950354,SPY,1.0646999999999878,0.40085
2017-03-28,228.9123,231.4048,228.7847,230.924,93483915,SPY,2.620100000000008,0.37487142857142863
2017-03-27,227.5973,229.5501,227.2833,229.2557,87454452,SPY,2.2667999999999893,0.18114000000000002
2017-03-24,230.0015,230.6492,228.6081,229.4913,112504853,SPY,2.0411,0.36544999999999994
2017-03-23,229.6286,230.9436,229.2361,229.6581,100410277,SPY,1.7075000000000102,0.1591
2017-03-22,229.4029,230.2272,228.6964,229.9034,97569204,SPY,1.5307999999999993,0.35047500000000004
2017-03-21,233.0338,233.1712,229.2165,229.3637,131809275,SPY,3.9547000000000025,0.4625642857142857
2017-03-20,232.602,232.9259,231.9053,232.3469,52536979,SPY,1.0206000000000017,0.7351
2017-03-17,233.3086,233.5245,232.602,232.602,89002111,SPY,0.9224999999999852,0.668925
2017-03-16,233.6267,233.7146,232.6399,233.0112,78343951,SPY,1.0746999999999787,0.13693
2017-03-15,232.1122,233.9491,231.8484,233.4704,96081750,SPY,2.100699999999989,0.37995
2017-03-14,231.741,231.7996,230.7737,231.4674,59880778,SPY,1.0259000000000071,0.14791538461538462
2017-03-13,232.1709,232.4054,231.7996,232.3565,57256824,SPY,0.6057999999999879,0.40342500000000003
2017-03-10,232.5128,232.5617,231.1645,232.2393,81991652,SPY,1.397199999999998,0.265775
2017-03-09,231.272,231.7996,230.334,231.4283,90683918,SPY,1.465599999999995,0.3247
2017-03-08,231.8973,232.1904,230.9788,231.1352,78168795,SPY,1.2116000000000042,0.36074666666666666
2017-03-07,231.9168,232.3174,231.3306,231.5651,65103737,SPY,0.9867999999999881,0.40689000000000003
2017-03-06,232.0536,232.6594,231.5749,232.2588,55391533,SPY,1.0844999999999914,0.37670000000000003
2017-03-03,232.7083,233.1382,232.2784,232.9525,81974300,SPY,0.859800000000007,0.3612
2017-03-02,234.0664,234.0762,232.7473,232.806,70245978,SPY,1.3289000000000044,0.46503333333333335
2017-03-01,232.9232,234.809,232.9037,234.2813,149158170,SPY,1.905300000000011,0.043975
2017-02-28,231.2427,231.5162,230.6027,231.0472,96961938,SPY,0.9134999999999991,0.6924666666666667
2017-02-27,231.2133,231.868,230.93,231.6726,56515440,SPY,0.9379999999999882,0.28595
2017-02-23,231.4478,231.4674,230.1581,231.0179,74615902,SPY,1.3093000000000075,0.6249
2017-02-22,230.6076,231.1156,230.4219,230.8616,62115185,SPY,0.6937000000000069,-0.057749999999999996
2017-02-16,229.5719,229.7624,228.4873,229.3374,84722437,SPY,1.275100000000009,0.27695
2017-02-15,228.0965,229.7477,228.0379,229.5328,86785826,SPY,1.7098000000000013,-0.12949999999999998
2017-02-14,227.2269,228.3505,226.8361,228.3408,71108983,SPY,1.5144000000000233,0.16080000000000003
2017-02-10,225.7027,226.455,225.333,226.201,66015892,SPY,1.122000000000014,-0.6908
2017-02-08,223.3675,224.1296,223.0744,223.983,51566218,SPY,1.0552000000000135,-0.2202
2017-02-07,224.1198,224.3891,223.475,223.6899,57931151,SPY,0.914100000000019,0.12031
2017-02-03,223.5727,224.2859,223.2209,224.0807,80563168,SPY,1.0649999999999977,0.43045
2017-02-02,221.9898,222.8692,221.6185,222.5468,69657560,SPY,1.2506999999999948,0.22947499999999998
2017-02-01,223.0206,223.3479,221.7358,222.4002,79117651,SPY,1.612099999999998,0.10592857142857144
2017-01-31,221.7749,222.3807,221.13,222.3123,75880805,SPY,1.2506999999999948,-0.06445
2017-01-30,222.9376,222.9669,221.2179,222.3318,79737252,SPY,1.7490000000000236,0.194575
2017-01-27,224.1589,224.325,223.5141,223.7192,59695224,SPY,0.8108999999999753,0.7717
2017-01-26,224.1394,224.4423,223.7583,224.071,59970719,SPY,0.6839999999999975,0.4880333333333333
2017-01-25,223.4554,224.3055,223.2698,224.3055,84437712,SPY,1.0356999999999914,-0.025425000000000003
2017-01-24,221.2082,222.8496,221.0812,222.3807,95555295,SPY,1.768400000000014,-0.05183333333333334
2017-01-23,221.1593,221.6039,220.1041,220.9639,75061645,SPY,1.4998000000000218,0.3781999999999999
2017-01-20,221.5013,222.0973,220.7899,221.5404,129168623,SPY,1.3074000000000012,0.7717
2017-01-18,221.3401,221.599,220.7196,221.5501,54793302,SPY,0.8793999999999755,0.6037
2017-01-17,221.1202,221.5795,220.6219,221.0616,61240814,SPY,0.9575999999999851,-0.18373333333333333
2017-01-13,221.5306,222.1852,221.4915,221.8433,62717865,SPY,0.6937000000000069,0.25286666666666663
2017-01-12,221.3059,221.5501,219.7963,221.3352,72113181,SPY,1.753799999999984,0.4115
2017-01-11,221.1691,221.8921,220.4167,221.8921,74650016,SPY,1.4754000000000076,0.48983333333333334
2017-01-10,221.2863,222.2341,220.8271,221.2668,63771939,SPY,1.4070000000000107,0.20095
2017-01-09,221.7065,221.8629,221.2241,221.2668,46939676,SPY,0.6388000000000034,0.3286
2017-01-06,221.3352,222.5272,220.7196,221.9996,71559922,SPY,1.8075999999999794,0.7506
2017-01-05,221.0812,221.384,220.3093,221.2082,78379012,SPY,1.0746999999999787,0.4844
2017-01-04,220.4461,221.5501,220.4363,221.384,78744433,SPY,1.1137999999999977,0.2417
2017-01-03,219.8794,220.6512,218.7496,220.0748,91366522,SPY,1.901600000000002,0.40625
